query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_strict_truth_hit,is_center_strict_truth_hit
q_001,1,s200_x253646.869_y3365287.480,0.7206888794898987,200,253646.86911584332,3365287.480292981,0,0
q_001,2,s300_x253696.869_y3365187.480,0.7184687256813049,300,253696.86911584332,3365187.480292981,0,0
q_001,3,s700_x253883.067_y3364778.442,0.7165505886077881,700,253883.06710738334,3364778.4419510043,1,0
q_001,4,s500_x253783.067_y3364678.442,0.7058935165405273,500,253783.06710738334,3364678.4419510043,1,0
q_001,5,s300_x253908.067_y3364803.442,0.7039330005645752,300,253908.06710738334,3364803.4419510043,0,0
q_001,6,s200_x253933.067_y3364978.442,0.703772783279419,200,253933.06710738334,3364978.4419510043,0,0
q_001,7,s200_x254174.835_y3365575.528,0.6964467167854309,200,254174.83531152448,3365575.5278006354,0,0
q_001,8,s300_x253908.067_y3365028.442,0.6950802803039551,300,253908.06710738334,3365028.4419510043,0,0
q_001,9,s200_x253933.067_y3364828.442,0.6904825568199158,200,253933.06710738334,3364828.4419510043,0,0
q_001,10,s200_x255717.683_y3363412.726,0.6868505477905273,200,255717.68346681632,3363412.725988563,0,0
q_001,11,s200_x253796.869_y3365287.480,0.6867815256118774,200,253796.86911584332,3365287.480292981,0,0
q_001,12,s200_x253660.673_y3365746.519,0.685933530330658,200,253660.6733898759,3365746.519046808,0,0
q_001,13,s500_x253796.869_y3365287.480,0.6857194900512695,500,253796.86911584332,3365287.480292981,0,0
q_001,14,s200_x253646.869_y3365587.480,0.6848309636116028,200,253646.86911584332,3365587.480292981,0,0
q_001,15,s200_x253810.673_y3365746.519,0.6824389100074768,200,253810.6733898759,3365746.519046808,0,0
q_001,16,s200_x253905.470_y3363310.367,0.6808180212974548,200,253905.4698876719,3363310.3665024354,0,0
q_001,17,s200_x254474.835_y3365425.528,0.6804907321929932,200,254474.83531152448,3365425.5278006354,0,0
q_001,18,s500_x253268.902_y3365299.458,0.6801648736000061,500,253268.9018066581,3365299.4584696507,0,0
q_001,19,s200_x254311.063_y3364816.491,0.6774196028709412,200,254311.06292971745,3364816.490741796,0,0
q_001,20,s200_x254461.063_y3364816.491,0.6755958199501038,200,254461.06292971745,3364816.490741796,0,0
q_002,1,s300_x255992.683_y3363312.726,0.8528394103050232,300,255992.68346681632,3363312.725988563,0,0
q_002,2,s300_x253696.869_y3365187.480,0.8522040843963623,300,253696.86911584332,3365187.480292981,0,0
q_002,3,s200_x253933.067_y3364978.442,0.8448837399482727,200,253933.06710738334,3364978.4419510043,0,0
q_002,4,s200_x253810.673_y3365746.519,0.8315526247024536,200,253810.6733898759,3365746.519046808,0,0
q_002,5,s200_x256017.683_y3363412.726,0.8288541436195374,200,256017.68346681632,3363412.725988563,0,0
q_002,6,s300_x253908.067_y3365028.442,0.8285543918609619,300,253908.06710738334,3365028.4419510043,0,0
q_002,7,s200_x253905.470_y3363310.367,0.8282750248908997,200,253905.4698876719,3363310.3665024354,0,0
q_002,8,s200_x255717.683_y3363262.726,0.8261274099349976,200,255717.68346681632,3363262.725988563,0,0
q_002,9,s200_x253783.067_y3364828.442,0.8257020115852356,200,253783.06710738334,3364828.4419510043,0,0
q_002,10,s200_x254188.610_y3365734.565,0.8210709691047668,200,254188.6099540508,3365734.565271766,0,0
q_002,11,s500_x253783.067_y3364678.442,0.8196203708648682,500,253783.06710738334,3364678.4419510043,1,0
q_002,12,s300_x255992.683_y3363537.726,0.8195186853408813,300,255992.68346681632,3363537.725988563,0,0
q_002,13,s300_x253908.067_y3364803.442,0.8132582306861877,300,253908.06710738334,3364803.4419510043,0,0
q_002,14,s200_x255353.340_y3364033.631,0.8110494613647461,200,255353.3403633765,3364033.6312788753,0,0
q_002,15,s500_x253783.067_y3365053.442,0.8082107305526733,500,253783.06710738334,3365053.4419510043,0,0
