query_id,flight_id,image_path,truth_tile_ids,center_x,center_y
q_031,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150300_0001_V.JPG,s500_x254839.058_y3364654.565|s700_x254939.058_y3364754.565,254620.748,3364326.984
q_032,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150301_0002_V.JPG,s700_x253869.267_y3364169.404|s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454,254625.012,3364329.258
q_033,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150305_0003_V.JPG,s500_x254839.058_y3364654.565|s700_x254939.058_y3364754.565,254654.923,3364344.847
q_034,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150306_0004_V.JPG,s700_x253869.267_y3364169.404|s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454,254664.619,3364349.982
q_035,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150310_0005_V.JPG,s700_x254939.058_y3364754.565|s500_x255367.051_y3364642.665|s700_x255467.051_y3364742.665,254718.322,3364378.074
q_036,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150413_0020_V.JPG,s700_x254939.058_y3364754.565|s500_x255367.051_y3364642.665|s700_x255467.051_y3364742.665,255560.737,3364818.142
q_037,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150549_0040_V.JPG,s700_x253869.267_y3364169.404|s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454,254584.491,3364188.860
q_038,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150736_0060_V.JPG,s700_x254397.293_y3364157.454|s500_x254825.317_y3364045.530|s700_x254925.317_y3364145.530,254265.115,3363903.485
q_039,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031150842_0078_V.JPG,s700_x254397.293_y3364157.454|s500_x254825.317_y3364045.530|s700_x254925.317_y3364145.530,255156.138,3364369.020
q_040,DJI_202510311500_012_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311500_012_新建面状航线1/DJI_20251031151150_0117_V.JPG,s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454|s700_x254383.525_y3363548.418,253911.776,3363599.660
