query_id,flight_id,image_path,truth_tile_ids,center_x,center_y
q_001,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135154_0001_V.JPG,s500_x253783.067_y3364678.442|s700_x253883.067_y3364778.442,253508.984,3365352.320
q_002,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135226_0007_V.JPG,s700_x253355.070_y3364790.419|s200_x253783.067_y3364978.442|s300_x253683.067_y3364803.442|s500_x253783.067_y3364678.442|s700_x253883.067_y3364778.442,253726.527,3364940.577
q_003,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135420_0058_V.JPG,s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454|s700_x254383.525_y3363548.418,254524.168,3363429.313
q_004,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135820_0137_V.JPG,s700_x253883.067_y3364778.442|s200_x254161.063_y3364666.491|s300_x254211.063_y3364566.491|s500_x254311.063_y3364666.491|s700_x254411.063_y3364766.491,254126.101,3364636.042
q_005,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031135821_0139_V.JPG,s700_x253896.869_y3365387.480|s700_x253883.067_y3364778.442,254138.099,3364613.284
q_006,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140416_0270_V.JPG,s300_x254422.293_y3364182.454|s700_x254397.293_y3364157.454,254538.917,3364306.562
q_007,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140436_0280_V.JPG,s500_x254311.063_y3364666.491|s700_x254411.063_y3364766.491|s700_x254397.293_y3364157.454,254677.995,3364043.018
q_008,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031140819_0350_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254411.063_y3364766.491,254179.882,3365439.550
q_009,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141120_0411_V.JPG,s500_x254839.058_y3364654.565|s700_x254939.058_y3364754.565|s700_x254925.317_y3364145.530,255046.770,3364023.024
q_010,DJI_202510311347_009_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311347_009_新建面状航线1/DJI_20251031141125_0412_V.JPG,s200_x254975.317_y3364045.530|s300_x254950.317_y3363945.530|s300_x254950.317_y3364170.530|s500_x254825.317_y3364045.530|s700_x254925.317_y3364145.530,255007.953,3364096.456
