query_id,candidate_id,candidate_tile_id,candidate_rank,candidate_score,candidate_scale_level_m,tile_size_m,center_x,center_y,image_path,source_tif,crs,min_x,min_y,max_x,max_y,geo_x0,geo_x_col,geo_x_row,geo_y0,geo_y_col,geo_y_row,affine,is_intersection_truth,is_strict_truth
q_001,s200_x253646.869_y3365287.480,s200_x253646.869_y3365287.480,1,0.7206888794898987,200.0,200.0,253646.86911584332,3365287.480292981,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x253646.869_y3365287.480.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,EPSG:32650,253546.86911584332,3365187.480292981,253746.86911584332,3365387.480292981,253546.86911584332,0.5571030640668524,0.0,3365387.480292981,0.0,-0.5571030640668524,"[0.5571030640668524, 0.0, 253546.86911584332, 0.0, -0.5571030640668524, 3365387.480292981]",1,1
q_001,s300_x253696.869_y3365187.480,s300_x253696.869_y3365187.480,2,0.7184687256813049,300.0,300.0,253696.86911584332,3365187.480292981,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x253696.869_y3365187.480.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,EPSG:32650,253546.86911584332,3365037.480292981,253846.86911584332,3365337.480292981,253546.86911584332,0.5565862708719852,0.0,3365337.480292981,0.0,-0.5565862708719852,"[0.5565862708719852, 0.0, 253546.86911584332, 0.0, -0.5565862708719852, 3365337.480292981]",1,1
q_001,s700_x253883.067_y3364778.442,s700_x253883.067_y3364778.442,3,0.7165505886077881,700.0,700.0,253883.06710738334,3364778.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253883.067_y3364778.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253533.06710738334,3364428.4419510043,254233.06710738334,3365128.4419510043,253533.06710738334,0.5568814638027049,0.0,3365128.4419510043,0.0,-0.5568814638027049,"[0.5568814638027049, 0.0, 253533.06710738334, 0.0, -0.5568814638027049, 3365128.4419510043]",1,1
q_001,s500_x253783.067_y3364678.442,s500_x253783.067_y3364678.442,4,0.7058935165405273,500.0,500.0,253783.06710738334,3364678.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x253783.067_y3364678.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253533.06710738334,3364428.4419510043,254033.06710738334,3364928.4419510043,253533.06710738334,0.5567928730512249,0.0,3364928.4419510043,0.0,-0.5567928730512249,"[0.5567928730512249, 0.0, 253533.06710738334, 0.0, -0.5567928730512249, 3364928.4419510043]",1,1
q_001,s300_x253908.067_y3364803.442,s300_x253908.067_y3364803.442,5,0.7039330005645752,300.0,300.0,253908.06710738334,3364803.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x253908.067_y3364803.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253758.06710738334,3364653.4419510043,254058.06710738334,3364953.4419510043,253758.06710738334,0.5565862708719852,0.0,3364953.4419510043,0.0,-0.5565862708719852,"[0.5565862708719852, 0.0, 253758.06710738334, 0.0, -0.5565862708719852, 3364953.4419510043]",1,1
q_001,s200_x253933.067_y3364978.442,s200_x253933.067_y3364978.442,6,0.703772783279419,200.0,200.0,253933.06710738334,3364978.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x253933.067_y3364978.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253833.06710738334,3364878.4419510043,254033.06710738334,3365078.4419510043,253833.06710738334,0.5571030640668524,0.0,3365078.4419510043,0.0,-0.5571030640668524,"[0.5571030640668524, 0.0, 253833.06710738334, 0.0, -0.5571030640668524, 3365078.4419510043]",1,1
q_001,s200_x254174.835_y3365575.528,s200_x254174.835_y3365575.528,7,0.6964467167854309,200.0,200.0,254174.83531152448,3365575.5278006354,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254174.835_y3365575.528.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,EPSG:32650,254074.83531152448,3365475.5278006354,254274.83531152448,3365675.5278006354,254074.83531152448,0.5571030640668524,0.0,3365675.5278006354,0.0,-0.5571030640668524,"[0.5571030640668524, 0.0, 254074.83531152448, 0.0, -0.5571030640668524, 3365675.5278006354]",0,0
q_001,s300_x253908.067_y3365028.442,s300_x253908.067_y3365028.442,8,0.6950802803039551,300.0,300.0,253908.06710738334,3365028.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x253908.067_y3365028.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253758.06710738334,3364878.4419510043,254058.06710738334,3365178.4419510043,253758.06710738334,0.5565862708719852,0.0,3365178.4419510043,0.0,-0.5565862708719852,"[0.5565862708719852, 0.0, 253758.06710738334, 0.0, -0.5565862708719852, 3365178.4419510043]",1,1
q_001,s200_x253933.067_y3364828.442,s200_x253933.067_y3364828.442,9,0.6904825568199158,200.0,200.0,253933.06710738334,3364828.4419510043,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x253933.067_y3364828.442.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,EPSG:32650,253833.06710738334,3364728.4419510043,254033.06710738334,3364928.4419510043,253833.06710738334,0.5571030640668524,0.0,3364928.4419510043,0.0,-0.5571030640668524,"[0.5571030640668524, 0.0, 253833.06710738334, 0.0, -0.5571030640668524, 3364928.4419510043]",1,1
q_001,s200_x255717.683_y3363412.726,s200_x255717.683_y3363412.726,10,0.6868505477905273,200.0,200.0,255717.68346681632,3363412.725988563,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x255717.683_y3363412.726.png,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-91.tif,EPSG:32650,255617.68346681632,3363312.725988563,255817.68346681632,3363512.725988563,255617.68346681632,0.5571030640668524,0.0,3363512.725988563,0.0,-0.5571030640668524,"[0.5571030640668524, 0.0, 255617.68346681632, 0.0, -0.5571030640668524, 3363512.725988563]",0,0
