query_id,flight_id,image_path,truth_tile_ids,center_x,center_y
q_021,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143818_0001_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254411.063_y3364766.491,254640.463,3365288.080
q_022,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143823_0002_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254411.063_y3364766.491,254668.038,3365302.673
q_023,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143829_0003_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254411.063_y3364766.491,254730.554,3365335.524
q_024,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143834_0004_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528|s700_x254411.063_y3364766.491,254800.172,3365371.751
q_025,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143839_0005_V.JPG,s500_x254324.835_y3365275.528|s700_x254424.835_y3365375.528,254869.693,3365408.095
q_026,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031143905_0010_V.JPG,s700_x254424.835_y3365375.528|s500_x254852.800_y3365263.601|s700_x254952.800_y3365363.601,255216.511,3365589.331
q_027,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031144517_0086_V.JPG,s500_x254311.063_y3364666.491|s700_x254411.063_y3364766.491,254809.215,3365019.503
q_028,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031145140_0172_V.JPG,s500_x254311.063_y3364666.491|s700_x254411.063_y3364766.491|s700_x254397.293_y3364157.454,253939.735,3364327.659
q_029,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031145456_0210_V.JPG,s500_x254839.058_y3364654.565|s700_x254939.058_y3364754.565|s500_x255367.051_y3364642.665|s700_x255467.051_y3364742.665,255528.858,3364920.018
q_030,DJI_202510311435_011_新建面状航线1,/mnt/d/aiproject/imagematch/output/query_sanitized_40_v2/images/DJI_202510311435_011_新建面状航线1/DJI_20251031145833_0257_V.JPG,s700_x253869.267_y3364169.404|s500_x254297.293_y3364057.454|s700_x254397.293_y3364157.454,254596.839,3364314.491
