query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y
q_001,1,cw_s200_x253783.721_y3364952.517,1.00667799583,200.000,253783.72102534556,3364952.5166208195
q_001,2,cw_s200_x254083.721_y3364052.517,0.360887333981,200.000,254083.72102534556,3364052.5166208195
q_001,3,cw_s200_x255133.721_y3364052.517,0.322502992749,200.000,255133.72102534556,3364052.5166208195
q_001,4,cw_s200_x254083.721_y3365102.517,0.693795029659,200.000,254083.72102534556,3365102.5166208195
q_001,5,cw_s200_x254983.721_y3365252.517,0.412431316736,200.000,254983.72102534556,3365252.5166208195
q_001,6,cw_s200_x254233.721_y3364052.517,0.464067615211,200.000,254233.72102534556,3364052.5166208195
q_001,7,cw_s200_x254683.721_y3364052.517,0.513823888556,200.000,254683.72102534556,3364052.5166208195
q_001,8,cw_s200_x255133.721_y3364202.517,0.495346461549,200.000,255133.72102534556,3364202.5166208195
q_001,9,cw_s300_x255108.721_y3364327.517,0.604338587222,300.000,255108.72102534556,3364327.5166208195
q_001,10,cw_s300_x254883.721_y3364327.517,0.230489079634,300.000,254883.72102534556,3364327.5166208195
q_001,11,cw_s300_x255108.721_y3364102.517,0.426407054795,300.000,255108.72102534556,3364102.5166208195
q_001,12,cw_s200_x254983.721_y3364352.517,0.444883441251,200.000,254983.72102534556,3364352.5166208195
q_001,13,cw_s200_x254233.721_y3364652.517,0.21740316397,200.000,254233.72102534556,3364652.5166208195
q_001,14,cw_s300_x255108.721_y3365002.517,0.161541285338,300.000,255108.72102534556,3365002.5166208195
q_001,15,cw_s300_x254208.721_y3364102.517,0.206672267597,300.000,254208.72102534556,3364102.5166208195
q_001,16,cw_s300_x254883.721_y3365002.517,0.449445139414,300.000,254883.72102534556,3365002.5166208195
q_001,17,cw_s300_x254883.721_y3364102.517,0.120962711627,300.000,254883.72102534556,3364102.5166208195
q_001,18,cw_s200_x254833.721_y3364052.517,0.247107006265,200.000,254833.72102534556,3364052.5166208195
q_001,19,cw_s300_x254658.721_y3364102.517,0.371469728611,300.000,254658.72102534556,3364102.5166208195
q_001,20,cw_s200_x254833.721_y3364202.517,0.0461854640823,200.000,254833.72102534556,3364202.5166208195
q_002,1,cw_s200_x253783.721_y3364802.517,0.608593271478,200.000,253783.72102534556,3364802.5166208195
q_002,2,cw_s200_x253933.721_y3364952.517,0.562769435974,200.000,253933.72102534556,3364952.5166208195
q_002,3,cw_s300_x253983.721_y3365002.517,0.762573433826,300.000,253983.72102534556,3365002.5166208195
q_002,4,cw_s200_x253933.721_y3364802.517,0.921181792216,200.000,253933.72102534556,3364802.5166208195
q_002,5,cw_s500_x254008.721_y3364502.517,0.721737937594,500.000,254008.72102534556,3364502.5166208195
q_002,6,cw_s500_x254008.721_y3364877.517,0.58029100018,500.000,254008.72102534556,3364877.5166208195
q_002,7,cw_s300_x253983.721_y3364777.517,0.488877746438,300.000,253983.72102534556,3364777.5166208195
q_002,8,cw_s300_x253983.721_y3364552.517,0.455780664693,300.000,253983.72102534556,3364552.5166208195
q_002,9,cw_s300_x254658.721_y3365002.517,0.238224483774,300.000,254658.72102534556,3365002.5166208195
q_002,10,cw_s200_x254683.721_y3364202.517,0.221906685198,200.000,254683.72102534556,3364202.5166208195
q_002,11,cw_s200_x254233.721_y3364052.517,0.502537285333,200.000,254233.72102534556,3364052.5166208195
q_002,12,cw_s200_x253933.721_y3364352.517,0.365520455585,200.000,253933.72102534556,3364352.5166208195
q_002,13,cw_s200_x254233.721_y3364952.517,0.226451332531,200.000,254233.72102534556,3364952.5166208195
q_002,14,cw_s300_x254208.721_y3365227.517,0.183069037868,300.000,254208.72102534556,3365227.5166208195
q_002,15,cw_s200_x254683.721_y3364952.517,0.0892885116417,200.000,254683.72102534556,3364952.5166208195
q_002,16,cw_s300_x255108.721_y3365227.517,0.115380617475,300.000,255108.72102534556,3365227.5166208195
q_002,17,cw_s500_x254758.721_y3364877.517,0.166985129259,500.000,254758.72102534556,3364877.5166208195
q_002,18,cw_s300_x254208.721_y3365002.517,0.20032485484,300.000,254208.72102534556,3365002.5166208195
q_002,19,cw_s300_x254658.721_y3365227.517,0.269853264322,300.000,254658.72102534556,3365227.5166208195
q_002,20,cw_s300_x254208.721_y3364102.517,0.0426759853728,300.000,254208.72102534556,3364102.5166208195
q_003,1,cw_s200_x253933.721_y3364352.517,0.589463522789,200.000,253933.72102534556,3364352.5166208195
q_003,2,cw_s200_x253933.721_y3364952.517,0.504655538399,200.000,253933.72102534556,3364952.5166208195
q_003,3,cw_s300_x253983.721_y3364327.517,0.547197249999,300.000,253983.72102534556,3364327.5166208195
q_003,4,cw_s200_x253933.721_y3364502.517,0.578593561971,200.000,253933.72102534556,3364502.5166208195
q_003,5,cw_s200_x253933.721_y3364652.517,0.455105324925,200.000,253933.72102534556,3364652.5166208195
q_003,6,cw_s200_x253933.721_y3364802.517,0.474225447398,200.000,253933.72102534556,3364802.5166208195
q_003,7,cw_s300_x253983.721_y3364552.517,0.865089352979,300.000,253983.72102534556,3364552.5166208195
q_003,8,cw_s500_x254008.721_y3364502.517,0.682686165546,500.000,254008.72102534556,3364502.5166208195
q_003,9,cw_s200_x254083.721_y3364652.517,0.490061951551,200.000,254083.72102534556,3364652.5166208195
q_003,10,cw_s200_x254233.721_y3364952.517,0.310757257051,200.000,254233.72102534556,3364952.5166208195
q_003,11,cw_s300_x254883.721_y3365227.517,0.416452468863,300.000,254883.72102534556,3365227.5166208195
q_003,12,cw_s200_x254833.721_y3365252.517,0.442387466692,200.000,254833.72102534556,3365252.5166208195
q_003,13,cw_s200_x254233.721_y3365102.517,0.190722638123,200.000,254233.72102534556,3365102.5166208195
q_003,14,cw_s200_x254683.721_y3365252.517,0.34522353858,200.000,254683.72102534556,3365252.5166208195
q_003,15,cw_s200_x254833.721_y3365102.517,0.433767391646,200.000,254833.72102534556,3365102.5166208195
q_003,16,cw_s200_x254233.721_y3365252.517,0.215250643666,200.000,254233.72102534556,3365252.5166208195
q_003,17,cw_s300_x254208.721_y3365002.517,0.340864056604,300.000,254208.72102534556,3365002.5166208195
q_003,18,cw_s300_x254658.721_y3365227.517,0.237227088568,300.000,254658.72102534556,3365227.5166208195
