query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y,is_intersection_truth_hit
q_001,1,s200_x253646.869_y3365287.480,0.7206888794898987,200.0,253646.86911584332,3365287.480292981,1
q_001,2,s300_x253696.869_y3365187.480,0.7184687256813049,300.0,253696.86911584332,3365187.480292981,1
q_001,3,s700_x253883.067_y3364778.442,0.7165505886077881,700.0,253883.06710738334,3364778.4419510043,1
q_001,4,s500_x253783.067_y3364678.442,0.7058935165405273,500.0,253783.06710738334,3364678.4419510043,1
q_001,5,s300_x253908.067_y3364803.442,0.7039330005645752,300.0,253908.06710738334,3364803.4419510043,1
q_001,6,s200_x253933.067_y3364978.442,0.703772783279419,200.0,253933.06710738334,3364978.4419510043,1
q_001,7,s200_x254174.835_y3365575.528,0.6964467167854309,200.0,254174.83531152448,3365575.5278006354,0
q_001,8,s300_x253908.067_y3365028.442,0.6950802803039551,300.0,253908.06710738334,3365028.4419510043,1
q_001,9,s200_x253933.067_y3364828.442,0.6904825568199158,200.0,253933.06710738334,3364828.4419510043,1
q_001,10,s200_x255717.683_y3363412.726,0.6868505477905273,200.0,255717.68346681632,3363412.725988563,0
q_001,11,s200_x253796.869_y3365287.480,0.6867815256118774,200.0,253796.86911584332,3365287.480292981,1
q_001,12,s200_x253660.673_y3365746.519,0.685933530330658,200.0,253660.6733898759,3365746.519046808,0
q_001,13,s500_x253796.869_y3365287.480,0.6857194900512695,500.0,253796.86911584332,3365287.480292981,1
q_001,14,s200_x253646.869_y3365587.480,0.6848309636116028,200.0,253646.86911584332,3365587.480292981,0
q_001,15,s200_x253810.673_y3365746.519,0.6824389100074768,200.0,253810.6733898759,3365746.519046808,0
q_001,16,s200_x253905.470_y3363310.367,0.6808180212974548,200.0,253905.4698876719,3363310.3665024354,0
q_001,17,s200_x254474.835_y3365425.528,0.6804907321929932,200.0,254474.83531152448,3365425.5278006354,0
q_001,18,s500_x253268.902_y3365299.458,0.6801648736000061,500.0,253268.9018066581,3365299.4584696507,1
q_001,19,s200_x254311.063_y3364816.491,0.6774196028709412,200.0,254311.06292971745,3364816.490741796,1
q_001,20,s200_x254461.063_y3364816.491,0.6755958199501038,200.0,254461.06292971745,3364816.490741796,1
q_002,1,s500_x254158.067_y3364678.442,0.6624377965927124,500.0,254158.06710738334,3364678.4419510043,1
q_002,2,s300_x254133.067_y3364578.442,0.6512104272842407,300.0,254133.06710738334,3364578.4419510043,1
q_002,3,s200_x254083.067_y3364528.442,0.6449171304702759,200.0,254083.06710738334,3364528.4419510043,1
q_002,4,s700_x253883.067_y3364778.442,0.6443997025489807,700.0,253883.06710738334,3364778.4419510043,1
q_002,5,s500_x253783.067_y3364678.442,0.6246799826622009,500.0,253783.06710738334,3364678.4419510043,1
q_002,6,s300_x254449.835_y3365625.528,0.6232700943946838,300.0,254449.83531152448,3365625.5278006354,0
q_002,7,s300_x253908.067_y3364803.442,0.6133029460906982,300.0,253908.06710738334,3364803.4419510043,1
q_002,8,s200_x255717.683_y3363412.726,0.6110041737556458,200.0,255717.68346681632,3363412.725988563,0
q_002,9,s200_x253660.673_y3365746.519,0.5984490513801575,200.0,253660.6733898759,3365746.519046808,0
q_002,10,s300_x253908.067_y3364578.442,0.5975049138069153,300.0,253908.06710738334,3364578.4419510043,1
