query_id,rank,candidate_tile_id,score,candidate_scale_level_m,candidate_center_x,candidate_center_y
q_001,1,cw_s200_x253783.721_y3364952.517,1.00706010269,200.000,253783.72102534556,3364952.5166208195
q_001,2,cw_s200_x254083.721_y3364052.517,0.363972516605,200.000,254083.72102534556,3364052.5166208195
q_001,3,cw_s200_x254683.721_y3364052.517,0.518776023886,200.000,254683.72102534556,3364052.5166208195
q_001,4,cw_s200_x255133.721_y3364052.517,0.322919046557,200.000,255133.72102534556,3364052.5166208195
q_001,5,cw_s200_x254083.721_y3365102.517,0.683542903152,200.000,254083.72102534556,3365102.5166208195
q_001,6,cw_s200_x254983.721_y3365252.517,0.407543140426,200.000,254983.72102534556,3365252.5166208195
q_001,7,cw_s200_x254233.721_y3364052.517,0.456185676603,200.000,254233.72102534556,3364052.5166208195
q_001,8,cw_s200_x255133.721_y3364202.517,0.486795319273,200.000,255133.72102534556,3364202.5166208195
q_001,9,cw_s300_x255108.721_y3364327.517,0.617377261811,300.000,255108.72102534556,3364327.5166208195
q_001,10,cw_s200_x254833.721_y3364052.517,0.378087121724,200.000,254833.72102534556,3364052.5166208195
q_001,11,cw_s200_x254983.721_y3364352.517,0.439137598422,200.000,254983.72102534556,3364352.5166208195
q_001,12,cw_s200_x254233.721_y3364652.517,0.214747965517,200.000,254233.72102534556,3364652.5166208195
q_001,13,cw_s300_x254208.721_y3364102.517,0.359463475152,300.000,254208.72102534556,3364102.5166208195
q_001,14,cw_s300_x255108.721_y3364102.517,0.420566930765,300.000,255108.72102534556,3364102.5166208195
q_001,15,cw_s300_x254883.721_y3364327.517,0.0839094162764,300.000,254883.72102534556,3364327.5166208195
q_001,16,cw_s300_x255108.721_y3365002.517,0.165891093849,300.000,255108.72102534556,3365002.5166208195
q_001,17,cw_s300_x254883.721_y3365002.517,0.439832057511,300.000,254883.72102534556,3365002.5166208195
q_001,18,cw_s300_x254883.721_y3364102.517,0.125500704482,300.000,254883.72102534556,3364102.5166208195
q_001,19,cw_s300_x254658.721_y3364102.517,0.352959946431,300.000,254658.72102534556,3364102.5166208195
q_001,20,cw_s200_x254833.721_y3364202.517,0.0392728153342,200.000,254833.72102534556,3364202.5166208195
q_002,1,cw_s200_x253783.721_y3364802.517,0.615600245471,200.000,253783.72102534556,3364802.5166208195
q_002,2,cw_s200_x253933.721_y3364952.517,0.545390586454,200.000,253933.72102534556,3364952.5166208195
